"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126297635","probable nuclear hormone receptor HR3","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",4.43825340798965,1.16064861445165,179.165934097638,3.82394236526662,0.000131334628013076,0.0472376073162845,"GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0004879,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007552,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016319,GO:0019219,GO:0019222,GO:0023052,GO:0030522,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0040034,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0060322,GO:0065007,GO:0080090,GO:0097159,GO:0098531,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141","ko:K14033","","Hormone_recep,zf-C4"
"LOC126299259","solute carrier family 41 member 1-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-4.37231496159499,1.16332798293835,41.9126813136456,-3.75845421559563,0.000170966314101013,0.0472376073162845,"","ko:K15122","","MgtE"
"LOC126291470","uncharacterized LOC126291470","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-4.3645537442132,1.15571342703854,1296.77223536193,-3.77650171928621,0.000159046462240594,0.0472376073162845,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006897,GO:0007154,GO:0007267,GO:0007268,GO:0008021,GO:0008150,GO:0009987,GO:0012505,GO:0016192,GO:0023052,GO:0030100,GO:0030133,GO:0030139,GO:0031410,GO:0031982,GO:0032879,GO:0036465,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044456,GO:0044464,GO:0045202,GO:0046907,GO:0048488,GO:0048489,GO:0048786,GO:0050789,GO:0050794,GO:0051049,GO:0051128,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060341,GO:0060627,GO:0065007,GO:0070382,GO:0097110,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098657,GO:0098693,GO:0098793,GO:0098916,GO:0099003,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:1900242,GO:1903421","ko:K20067","","Adap_comp_sub"
"LOC126295161","F-box/LRR-repeat protein 7-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-4.28789892337883,1.13438861606462,8.82745246375513,-3.77992062213588,0.00015687836429186,0.0472376073162845,NA,NA,NA,NA
"LOC126354277","allatotropins-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-4.10757670251313,1.08916614592093,43.7694755213935,-3.77130405484649,0.000162396651067731,0.0472376073162845,"","","",""
"LOC126281377","inter-alpha-trypsin inhibitor heavy chain H4-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",4.09095993929442,1.08066476851557,23.6129296057472,3.78559573558955,0.000153340785196634,0.0472376073162845,"","","",""
"LOC126282305","odorant receptor Or2-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",2.52688183749392,0.67218300974424,30.6455129171119,3.75921705973404,0.000170445915371687,0.0472376073162845,"","ko:K08471","","7tm_6"
"LOC126356287","facilitated trehalose transporter Tret1-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",2.4521951739157,0.650990953984832,25.1486550875955,3.7668652058917,0.00016531019559644,0.0472376073162845,"GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","ko:K08145","","Sugar_tr"
"LOC126335186","uncharacterized LOC126335186","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",3.56736714037765,0.952993943757127,12.8043484097413,3.74332613942277,0.000181600270886105,0.0473941099116483,"","ko:K02519","","Glyco_transf_92"
"LOC126294954","uncharacterized LOC126294954","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-2.00921964682302,0.536287753021785,20847.8489514743,-3.74653278114558,0.000179295582740572,0.0473941099116483,NA,NA,NA,NA
"LOC126336990","serine protease HTR4","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-4.37866697243891,1.17485343694787,44.1712905017612,-3.72698996720321,0.000193780168994927,0.0485707331790101,"GO:0002791,GO:0002792,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006357,GO:0006810,GO:0007528,GO:0008150,GO:0009889,GO:0009966,GO:0009968,GO:0009987,GO:0010468,GO:0010556,GO:0010646,GO:0010648,GO:0012505,GO:0016043,GO:0019219,GO:0019222,GO:0019955,GO:0023051,GO:0023057,GO:0030141,GO:0030424,GO:0030510,GO:0030514,GO:0031045,GO:0031323,GO:0031326,GO:0031410,GO:0031982,GO:0032879,GO:0032880,GO:0033267,GO:0036122,GO:0038056,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043679,GO:0044306,GO:0044424,GO:0044444,GO:0044456,GO:0044463,GO:0044464,GO:0045202,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050708,GO:0050709,GO:0050789,GO:0050794,GO:0050808,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051171,GO:0051179,GO:0051223,GO:0051224,GO:0051234,GO:0051252,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070201,GO:0071840,GO:0080090,GO:0090087,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0097458,GO:0097467,GO:0097708,GO:0098793,GO:0099503,GO:0099504,GO:0120025,GO:0120038,GO:0150034,GO:1903506,GO:1903530,GO:1903531,GO:1904950,GO:2000112,GO:2001141,GO:2001284,GO:2001285","","","IGFBP"
"LOC126273193","uncharacterized LOC126273193","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-3.79326607971011,1.01893902062288,61.7596957320475,-3.72276063919045,0.000197056317931371,0.0485707331790101,"GO:0003674,GO:0004888,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0030246,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0038023,GO:0044425,GO:0044459,GO:0044464,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071944","","","Lectin_C"
"LOC126349907","phosphoserine phosphatase","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-1.29538432657708,0.347342532766673,412.533116868708,-3.72941463937346,0.000191925108686532,0.0485707331790101,"GO:0000003,GO:0000287,GO:0000902,GO:0000904,GO:0003674,GO:0003824,GO:0004647,GO:0005488,GO:0005509,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007422,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009605,GO:0009636,GO:0009653,GO:0009987,GO:0010033,GO:0016043,GO:0016053,GO:0016311,GO:0016545,GO:0016787,GO:0016788,GO:0016791,GO:0019098,GO:0019752,GO:0019953,GO:0022008,GO:0022414,GO:0030030,GO:0030154,GO:0030182,GO:0030534,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0042493,GO:0042578,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044703,GO:0045433,GO:0045471,GO:0046394,GO:0046677,GO:0046872,GO:0048065,GO:0048149,GO:0048468,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0051704,GO:0060179,GO:0061564,GO:0071704,GO:0071840,GO:0097305,GO:0097485,GO:0120036,GO:0120039,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901700","ko:K01079","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","HAD,Hydrolase"
"LOC126365912","cytotoxic granule associated RNA binding protein TIA1-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-4.02351276080755,1.08617137851917,173.456661790691,-3.70430747889252,0.000211969021399483,0.049110491406704,"GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005685,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016070,GO:0016071,GO:0019219,GO:0019222,GO:0030532,GO:0031323,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043484,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048024,GO:0050684,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097525,GO:0120114,GO:1901360,GO:1901363,GO:1903311,GO:1990904","ko:K13201","","RRM_1"
"LOC126354582","cationic amino acid transporter 4","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-3.76030267021815,1.0149557090343,28.5116067337454,-3.70489336307685,0.000211479683084409,0.049110491406704,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0022857,GO:0034220,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098656,GO:1903825,GO:1905039","ko:K12796,ko:K13866","ko04621,map04621","AA_permease_2,AA_permease_C,LRR_8"
"LOC126334648","ATP-binding cassette sub-family C member 4-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-2.56705881254207,0.692980086403559,20.1794768120358,-3.70437601730325,0.000211911722331152,0.049110491406704,NA,NA,NA,NA
"LOC126334857","probable multidrug resistance-associated protein lethal(2)03659","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",2.31716223687665,0.625941478764196,623.327908404278,3.70188318794825,0.000214005146625758,0.049110491406704,"","","",""
"LOC126336286","fatty acyl-CoA reductase wat-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",4.77022715674079,0.8911337620559,18.762184012203,5.35298667815658,8.65142208344491e-08,0.00115150427930652,"","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile"
"LOC126354934","uncharacterized LOC126354934","lncRNA","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",3.87900574859221,0.756711860955303,152.683516731648,5.12613314094905,2.95753497371131e-07,0.00196823952500488,NA,NA,NA,NA
"LOC126284347","fatty acyl-CoA reductase wat-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",2.62980492512223,0.52432938690975,35.129791055777,5.01555890395838,5.28795203231695e-07,0.00234608805167129,"","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile"
"LOC126272465","vesicular glutamate transporter 1-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",3.55102050829275,0.722701073234323,249.109113044924,4.91353982968473,8.94465511724499e-07,0.00297633399026327,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085","ko:K08193","","MFS_1"
"LOC126268198","peroxisomal acyl-coenzyme A oxidase 3-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",2.10567522883164,0.452167144349314,113.17956943832,4.6568514655389,3.21081920098023e-06,0.00854720071300937,"GO:0000166,GO:0003674,GO:0003824,GO:0003995,GO:0003997,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0016627,GO:0016634,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0033539,GO:0034440,GO:0036094,GO:0042579,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0072329,GO:0097159,GO:1901265,GO:1901363,GO:1901575","ko:K00232","ko00071,ko00592,ko01040,ko01100,ko01110,ko01212,ko03320,ko04024,ko04146,map00071,map00592,map01040,map01100,map01110,map01212,map03320,map04024,map04146","ACOX,Acyl-CoA_dh_1,Acyl-CoA_dh_M"
"LOC126285290","fatty acyl-CoA reductase 1-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",3.69938146515315,0.814384246925259,45.3696463893609,4.54255037363544,5.55777100500251e-06,0.0123289886794306,"","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile"
"LOC126284874","fatty acyl-CoA reductase wat-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",3.5159762435987,0.79338501865398,45.796919034036,4.4316141103392,9.35302936383221e-06,0.017784117261801,"","","",""
"LOC126292129","cytochrome P450 4C1-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",3.1341926623359,0.719896339397168,22.4305098122995,4.35367217585859,1.33875859012092e-05,0.0222735960431368,"","","",""
"LOC126333408","uncharacterized LOC126333408","lncRNA","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",2.58718489145634,0.599826703055357,84.1314277604715,4.31322059901287,1.6089343497492e-05,0.0237943513279577,NA,NA,NA,NA
