"canonical_gene_order","gene_id","heatmap_row_order","original_branch","original_pheatmap_cluster_id","original_within_cluster_order","proposed_merged_cluster","Description","gene_biotype","DEG_context","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","n_GO_annotations","n_KEGG_annotations"
615,"LOC126298731",615,"Branch 1",2,615,"DEG cluster 1","DEP domain-containing protein 1A-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.56639023617464,1.09123033258915e-06,2.18832055945477,"1002","Lower than gene mean",0,0
616,"LOC126268219",616,"Branch 1",2,616,"DEG cluster 1","putative protein tag-52","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.37475803085524,0.000158355894133164,2.23667553080583,"1058","Lower than gene mean",1,0
617,"LOC126333554",617,"Branch 1",2,617,"DEG cluster 1","protein regulator of cytokinesis 1-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.17848340685888,5.60593831307557e-05,1.96559572830199,"1058","Lower than gene mean",0,0
618,"LOC126267979",618,"Branch 1",2,618,"DEG cluster 1","centromere protein I-like","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.02239613660752,0.0169104218918342,2.42070611134924,"1058","Lower than gene mean",0,0
619,"LOC126281636",619,"Branch 1",2,619,"DEG cluster 1","cyclin-A2-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.13627578952732,2.9438391858481e-05,2.26922818919003,"1049","Lower than gene mean",0,1
620,"LOC126268318",620,"Branch 1",2,620,"DEG cluster 1","kinesin-like protein KIF11-A","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.1826771510956,6.04505877190876e-05,1.83727853822507,"1058","Lower than gene mean",0,0
621,"LOC126272758",621,"Branch 1",2,621,"DEG cluster 1","uncharacterized LOC126272758","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.46907232865643,1.39105874620697e-06,1.90895875172474,"1029","Lower than gene mean",0,0
622,"LOC126272181",622,"Branch 1",2,622,"DEG cluster 1","Sjoegren syndrome nuclear autoantigen 1 homolog","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.36662231011215,0.0460332926540839,3.36201133634042,"1020","Lower than gene mean",0,0
623,"LOC126284276",623,"Branch 1",2,623,"DEG cluster 1","mitotic spindle assembly checkpoint protein MAD2A","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.80462812607373,2.22136152349538e-08,1.78356888835175,"1038","Higher than gene mean",1,1
624,"LOC126299116",624,"Branch 1",2,624,"DEG cluster 1","exopolyphosphatase PRUNE1-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.24180947105429,3.35730125531791e-10,1.96631308325993,"1031","Higher than gene mean",1,1
625,"LOC126355366",625,"Branch 1",2,625,"DEG cluster 1","uracil-DNA glycosylase-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.1786440766857,1.36999242876518e-12,2.07904423231341,"1009","Higher than gene mean",0,1
626,"LOC126267471",626,"Branch 1",2,626,"DEG cluster 1","PC-esterase domain-containing protein 1A-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.48826162626058,1.57762630290028e-08,2.39837626450496,"1058","Lower than gene mean",0,0
627,"LOC126337018",627,"Branch 1",2,627,"DEG cluster 1","protein nessun dorma-like","protein_coding","Infection within diet",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.07367433554561,0.00776445455476549,1.86606486677267,"1002","Lower than gene mean",1,0
628,"LOC126267952",628,"Branch 1",2,628,"DEG cluster 1","serine/threonine-protein kinase Nek2-like","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.20186741447735,0.0301801587635017,2.21119590746866,"1020","Lower than gene mean",1,0
629,"LOC126272754",629,"Branch 1",2,629,"DEG cluster 1","uncharacterized LOC126272754","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.1329039319685,0.00546042715292923,2.05246406032851,"1041","Higher than gene mean",0,0
630,"LOC126293546",630,"Branch 1",2,630,"DEG cluster 1","uncharacterized LOC126293546","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.12195383242312,8.98616651539185e-07,2.38368205900222,"1002","Lower than gene mean",0,0
631,"LOC126335501",631,"Branch 1",2,631,"DEG cluster 1","serine/threonine-protein kinase polo","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.17892512588517,3.23578719368072e-06,2.56892201569981,"1002","Lower than gene mean",1,1
632,"LOC126291691",632,"Branch 1",2,632,"DEG cluster 1","uncharacterized LOC126291691","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.04155085753454,0.00721903229989136,2.09141837057726,"1041","Higher than gene mean",0,0
633,"LOC126347975",633,"Branch 1",2,633,"DEG cluster 1","calponin homology domain-containing protein DDB_G0272472-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.20820871628402,1.26716803068087e-06,2.08737765945395,"1041","Higher than gene mean",1,0
634,"LOC126298596",634,"Branch 1",2,634,"DEG cluster 1","uncharacterized LOC126298596","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.19115389955215,6.33530528508118e-07,1.73052756077347,"1025","Lower than gene mean",1,0
635,"LOC126335100",635,"Branch 1",2,635,"DEG cluster 1","uncharacterized LOC126335100","protein_coding","Infection within diet",1,"infection_diet50","Control diet 50",1.04072457228248,0.00626920248899842,1.99436414409789,"1002","Lower than gene mean",0,0
636,"LOC126284310",636,"Branch 1",2,636,"DEG cluster 1","wee1-like protein kinase","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.26160016578104,0.00010975245102783,2.27891742630016,"1024","Lower than gene mean",1,1
637,"LOC126359832",637,"Branch 1",2,637,"DEG cluster 1","DNA polymerase epsilon subunit 2","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.07097625181885,2.72336298576246e-10,1.87802283658565,"1031","Higher than gene mean",1,1
638,"LOC126272402",638,"Branch 1",2,638,"DEG cluster 1","nuclear pore membrane glycoprotein 210-like","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.03635956148987,7.87532508070724e-05,2.13243595113515,"1024","Lower than gene mean",1,1
639,"LOC126353790",639,"Branch 1",2,639,"DEG cluster 1","E3 ubiquitin-protein ligase TRAIP","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.13439786283658,0.00417539986269139,1.99542090881704,"1041","Higher than gene mean",1,0
640,"LOC126284748",640,"Branch 1",2,640,"DEG cluster 1","cuticle protein 16.5-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.89099495947225,0.000298424816017807,2.3923772207157,"1037","Higher than gene mean",0,0
641,"LOC126335513",641,"Branch 1",2,641,"DEG cluster 1","protein yellow-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.1328653946377,0.0191193360748124,2.02997198890387,"1041","Higher than gene mean",1,0
642,"LOC126324558",642,"Branch 1",2,642,"DEG cluster 1","protein takeout-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.58634278542911,0.00443853209869956,2.6875558374566,"1039","Higher than gene mean",0,0
643,"LOC126336833",643,"Branch 1",2,643,"DEG cluster 1","translation initiation factor IF-2-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.82618739128204,0.00615470120846441,2.22581620891867,"1002","Lower than gene mean",0,0
644,"LOC126320756",644,"Branch 1",2,644,"DEG cluster 1","uncharacterized LOC126320756","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.27929767958138,0.0353605660312761,3.08469605811879,"1002","Lower than gene mean",0,0
645,"LOC126279091",645,"Branch 1",2,645,"DEG cluster 1","cholinesterase 1-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.12742236096545,0.0261331940397477,2.24919650275631,"1002","Lower than gene mean",0,0
646,"LOC126335355",646,"Branch 1",2,646,"DEG cluster 1","sialin-like","protein_coding","Infection within diet",1,"infection_diet33","Control diet 33",1.53550668532164,0.00250274595977135,2.31397999244167,"1058","Lower than gene mean",1,0
647,"LOC126284691",647,"Branch 1",2,647,"DEG cluster 1","lysosome membrane protein 2-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.31805773937231,0.00945119616427268,3.6370793822812,"1003","Higher than gene mean",0,0
648,"LOC126335957",648,"Branch 1",2,648,"DEG cluster 1","protein drumstick","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.36275397946513,0.0118689613665955,1.96609500850771,"1039","Higher than gene mean",1,0
649,"LOC126355173",649,"Branch 1",2,649,"DEG cluster 1","protein embryonic gonad-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.05500728566827,0.0011496277392087,2.3017967718682,"1040","Higher than gene mean",0,0
650,"LOC126266765",650,"Branch 1",2,650,"DEG cluster 1","clavesin-1-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.46490650759976,0.00478656426673142,1.8917288041373,"1039","Higher than gene mean",0,0
651,"LOC126299546",651,"Branch 1",2,651,"DEG cluster 1","elongation of very long chain fatty acids protein AAEL008004-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.54603978224753,0.000532018853843778,2.15847127786552,"1028","Higher than gene mean",0,1
652,"LOC126365930",652,"Branch 1",2,652,"DEG cluster 1","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.98399924213624,8.6582972893478e-05,3.26963956829788,"1016","Lower than gene mean",1,1
653,"LOC126284428",653,"Branch 1",2,653,"DEG cluster 1","proton-coupled folate transporter-like","protein_coding","Infection within diet",1,"infection_diet83","Control diet 83",1.49424997967348,0.0380156317131637,2.15902304671158,"1016","Lower than gene mean",1,1
654,"LOC126354789",654,"Branch 1",2,654,"DEG cluster 1","protein scarlet-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.87355470794306,0.00295572576381298,2.2219882940622,"1016","Lower than gene mean",1,0
655,"LOC126335068",655,"Branch 1",2,655,"DEG cluster 1","zinc finger protein ZIC 1-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.01626673678439,7.64033882190387e-08,1.96653647385751,"1020","Lower than gene mean",1,0
656,"LOC126299232",656,"Branch 1",2,656,"DEG cluster 1","Krueppel-like factor 1","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.83558165052497,5.48428291025238e-06,2.89897323650456,"1016","Lower than gene mean",0,0
657,"LOC126355751",657,"Branch 1",2,657,"DEG cluster 1","mitogen-activated protein kinase kinase kinase 11-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.58764354110103,1.84826340460547e-07,2.27026073715023,"1009","Higher than gene mean",0,0
658,"LOC126273138",658,"Branch 1",2,658,"DEG cluster 1","ejaculatory bulb-specific protein 3-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.8924875605271,0.0354021535131223,2.47946541254796,"1038","Higher than gene mean",1,0
659,"LOC126285153",659,"Branch 1",2,659,"DEG cluster 1","uncharacterized LOC126285153","protein_coding","Infection within diet",1,"infection_average_all_diets","Average control",1.31169505793068,0.00567820724846761,3.15643195900517,"1038","Higher than gene mean",1,0
660,"LOC126334872",660,"Branch 1",2,660,"DEG cluster 1","oligodendrocyte transcription factor 1-like","protein_coding","Infection within diet",1,"infection_diet50","Control diet 50",2.04686680718369,0.0478846213417985,2.91646103472221,"1040","Higher than gene mean",0,0
661,"LOC126332411",661,"Branch 1",2,661,"DEG cluster 1","protein krueppel-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.13150711909525,0.000228217202462007,2.35512468791201,"1040","Higher than gene mean",0,1
662,"LOC126281335",662,"Branch 1",2,662,"DEG cluster 1","outer dense fiber protein 3","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.07593065415627,6.8367976171138e-10,2.2232531432567,"1038","Higher than gene mean",0,0
